profile name,esn,device type,acct first playback date,acct last playback date,acct first playback date for user generated plays,acct last playback date for user generated plays,profile first playback date,profile last playback date,profile first playback date for user generated plays,profile last playback date for user generated plays,deactivation time,acct_first_playback_date,acct_last_playback_date,playback_duration_days
User 8,Esn 29,Device Type 1,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,1970-01-01T00:00:00.000Z,2023-01-07 18:41:03.383000+00:00,2023-06-18 14:59:05.596000+00:00,161.0
User 8,Esn 28,Device Type 1,2023-02-08T18:01:39.416Z,2023-06-17T19:18:26.203Z,2023-02-08T18:01:39.416Z,2023-06-17T19:18:26.203Z,2023-02-08T18:01:39.416Z,2023-06-17T19:18:26.203Z,2023-02-08T18:01:39.416Z,2023-06-17T19:18:26.203Z,1970-01-01T00:00:00.000Z,2023-02-08 18:01:39.416000+00:00,2023-06-17 19:18:26.203000+00:00,129.0
User 8,Esn 50,Device Type 10,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 56,Device Type 10,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 18,Device Type 1,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,1970-01-01T00:00:00.000Z,2023-01-15 14:48:01.001000+00:00,2023-06-15 08:37:56.228000+00:00,150.0
User 8,Esn 19,Device Type 6,2023-05-20T17:17:32.947Z,2023-05-20T17:47:09.536Z,2023-05-20T17:20:35.310Z,2023-05-20T17:47:09.536Z,2023-05-20T17:17:32.947Z,2023-05-20T17:47:09.536Z,2023-05-20T17:20:35.310Z,2023-05-20T17:47:09.536Z,1970-01-01T00:00:00.000Z,2023-05-20 17:17:32.947000+00:00,2023-05-20 17:47:09.536000+00:00,0.0
User 8,Esn 9,Device Type 1,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,1970-01-01T00:00:00.000Z,2022-11-30 15:05:23.020000+00:00,2023-05-02 11:30:32.724000+00:00,152.0
User 8,Esn 17,Device Type 11,2022-11-21T08:59:17.940Z,2023-04-28T09:47:49.145Z,2022-11-21T08:59:17.940Z,2023-04-28T09:47:49.145Z,2022-11-21T08:59:17.940Z,2023-04-28T09:47:49.145Z,2022-11-21T08:59:17.940Z,2023-04-28T09:47:49.145Z,1970-01-01T00:00:00.000Z,2022-11-21 08:59:17.940000+00:00,2023-04-28 09:47:49.145000+00:00,158.0
User 8,Esn 22,Device Type 2,2023-03-28T17:15:01.118Z,2023-04-19T15:17:50.784Z,2023-04-19T15:12:09.703Z,2023-04-19T15:17:50.784Z,2023-03-28T17:15:01.118Z,2023-04-19T15:17:50.784Z,2023-04-19T15:12:09.703Z,2023-04-19T15:17:50.784Z,1970-01-01T00:00:00.000Z,2023-03-28 17:15:01.118000+00:00,2023-04-19 15:17:50.784000+00:00,21.0
User 8,Esn 16,Device Type 7,2023-01-01T03:43:30.916Z,2023-04-09T10:14:47.688Z,2023-01-01T04:06:14.320Z,2023-04-09T10:14:47.688Z,2023-01-01T03:43:30.916Z,2023-04-09T10:14:47.688Z,2023-01-01T04:06:14.320Z,2023-04-09T10:14:47.688Z,1970-01-01T00:00:00.000Z,2023-01-01 03:43:30.916000+00:00,2023-04-09 10:14:47.688000+00:00,98.0
User 8,Esn 54,Device Type 9,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 12,Device Type 6,2022-08-09T15:03:25.496Z,2022-11-09T16:15:07.336Z,2022-09-24T16:17:52.956Z,2022-11-09T16:09:35.070Z,2022-08-09T15:03:25.496Z,2022-11-09T16:15:07.336Z,2022-09-24T16:17:52.956Z,2022-11-09T16:09:35.070Z,1970-01-01T00:00:00.000Z,2022-08-09 15:03:25.496000+00:00,2022-11-09 16:15:07.336000+00:00,92.0
User 8,Esn 27,Device Type 0,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,1970-01-01T00:00:00.000Z,2022-10-05 17:01:39.047000+00:00,2023-03-11 08:04:49.159000+00:00,156.0
User 8,Esn 53,Device Type 0,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 52,Device Type 0,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 51,Device Type 0,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 14,Device Type 1,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,1970-01-01T00:00:00.000Z,2022-10-23 18:49:50.889000+00:00,2023-02-25 13:15:36.457000+00:00,124.0
User 8,Esn 49,Device Type 3,2023-01-20T17:25:14.263Z,2023-01-20T17:36:08.926Z,2023-01-20T17:27:11.864Z,2023-01-20T17:36:08.926Z,2023-01-20T17:25:14.263Z,2023-01-20T17:36:08.926Z,2023-01-20T17:27:11.864Z,2023-01-20T17:36:08.926Z,1970-01-01T00:00:00.000Z,2023-01-20 17:25:14.263000+00:00,2023-01-20 17:36:08.926000+00:00,0.0
User 8,Esn 24,Device Type 0,2022-06-30T15:06:02.168Z,2022-12-04T07:03:13.032Z,2022-06-30T15:06:02.168Z,2022-12-04T07:03:13.032Z,2022-06-30T15:06:02.168Z,2022-12-04T07:03:13.032Z,2022-06-30T15:06:02.168Z,2022-12-04T07:03:13.032Z,1970-01-01T00:00:00.000Z,2022-06-30 15:06:02.168000+00:00,2022-12-04 07:03:13.032000+00:00,156.0
User 8,Esn 47,Device Type 0,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 38,Device Type 8,,,,,,,,,1970-01-01T00:00:00.000Z,,,
User 8,Esn 25,Device Type 1,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,1970-01-01T00:00:00.000Z,2022-11-18 15:39:04.015000+00:00,2022-11-18 15:39:04.015000+00:00,0.0
User 8,Esn 21,Device Type 0,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-11-18T15:32:23.920Z,2022-10-24 05:40:13.835000+00:00,2022-11-03 20:10:56.700000+00:00,10.0
User 8,Esn 43,Device Type 1,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,2022-11-13T13:50:35.263Z,1970-01-01T00:00:00.000Z,2022-11-13 13:50:35.263000+00:00,2022-11-13 13:50:35.263000+00:00,0.0
User 8,Esn 10,Device Type 1,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,1970-01-01T00:00:00.000Z,2022-06-13 19:28:21.128000+00:00,2022-10-24 17:52:33.360000+00:00,132.0
User 8,Esn 26,Device Type 0,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,1970-01-01T00:00:00.000Z,2022-06-05 17:56:46.960000+00:00,2022-10-23 20:16:59.931000+00:00,140.0
User 8,Esn 23,Device Type 1,2022-10-04T17:09:35.080Z,2022-10-06T16:14:12.616Z,2022-10-04T17:09:35.080Z,2022-10-06T16:14:12.616Z,2022-10-04T17:09:35.080Z,2022-10-06T16:14:12.616Z,2022-10-04T17:09:35.080Z,2022-10-06T16:14:12.616Z,1970-01-01T00:00:00.000Z,2022-10-04 17:09:35.080000+00:00,2022-10-06 16:14:12.616000+00:00,1.0
User 8,Esn 20,Device Type 0,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,1970-01-01T00:00:00.000Z,2022-08-13 14:32:59.441000+00:00,2022-10-05 08:39:53.215000+00:00,52.0
User 8,Esn 39,Device Type 1,2022-06-01T13:32:46.631Z,2022-08-20T19:22:29.584Z,2022-06-01T13:32:46.631Z,2022-08-20T19:22:29.584Z,2022-06-01T13:32:46.631Z,2022-08-20T19:22:29.584Z,2022-06-01T13:32:46.631Z,2022-08-20T19:22:29.584Z,1970-01-01T00:00:00.000Z,2022-06-01 13:32:46.631000+00:00,2022-08-20 19:22:29.584000+00:00,80.0
User 5,Esn 0,Device Type 5,2023-01-07T15:13:19.472Z,2023-06-20T15:09:20.203Z,2023-01-07T15:13:36.798Z,2023-06-20T15:09:20.203Z,2023-01-07T15:13:19.472Z,2023-06-20T15:09:20.203Z,2023-01-07T15:13:36.798Z,2023-06-20T15:09:20.203Z,,2023-01-07 15:13:19.472000+00:00,2023-06-20 15:09:20.203000+00:00,163.0
User 7,Esn 33,Device Type 1,2023-06-17T15:50:40.571Z,2023-06-20T10:14:31.088Z,2023-06-17T15:50:40.571Z,2023-06-20T10:14:31.088Z,2023-06-17T15:50:40.571Z,2023-06-20T10:14:31.088Z,2023-06-17T15:50:40.571Z,2023-06-20T10:14:31.088Z,,2023-06-17 15:50:40.571000+00:00,2023-06-20 10:14:31.088000+00:00,2.0
User 6,Esn 30,Device Type 9,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,2023-06-20T07:03:42.726Z,,2023-06-20 07:03:42.726000+00:00,2023-06-20 07:03:42.726000+00:00,0.0
User 5,Esn 35,Device Type 4,2023-01-13T17:07:42.020Z,2023-06-19T16:07:09.320Z,2023-01-13T17:07:42.020Z,2023-06-19T16:07:09.320Z,2023-01-13T17:07:42.020Z,2023-06-19T16:07:09.320Z,2023-01-13T17:07:42.020Z,2023-06-19T16:07:09.320Z,,2023-01-13 17:07:42.020000+00:00,2023-06-19 16:07:09.320000+00:00,156.0
User 7,Esn 36,Device Type 0,2022-11-30T12:09:38.972Z,2023-06-19T08:04:43.660Z,2022-11-30T12:09:38.972Z,2023-06-19T08:04:43.660Z,2022-11-30T12:09:38.972Z,2023-06-19T08:04:43.660Z,2022-11-30T12:09:38.972Z,2023-06-19T08:04:43.660Z,,2022-11-30 12:09:38.972000+00:00,2023-06-19 08:04:43.660000+00:00,200.0
User 6,Esn 37,Device Type 1,2023-03-17T15:54:24.070Z,2023-06-19T04:46:05.172Z,2023-03-17T15:54:24.070Z,2023-06-19T04:46:05.172Z,2023-03-17T15:54:24.070Z,2023-06-19T04:46:05.172Z,2023-03-17T15:54:24.070Z,2023-06-19T04:46:05.172Z,,2023-03-17 15:54:24.070000+00:00,2023-06-19 04:46:05.172000+00:00,93.0
User 5,Esn 11,Device Type 0,2022-12-04T10:01:02.444Z,2023-06-18T16:11:39.680Z,2022-12-04T10:01:02.444Z,2023-06-18T16:11:39.680Z,2023-04-09T08:46:46.120Z,2023-06-18T16:11:39.680Z,2023-04-09T08:46:46.120Z,2023-06-18T16:11:39.680Z,,2022-12-04 10:01:02.444000+00:00,2023-06-18 16:11:39.680000+00:00,196.0
User 5,Esn 29,Device Type 1,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,2023-01-07T18:41:03.383Z,2023-06-18T14:59:05.596Z,,2023-01-07 18:41:03.383000+00:00,2023-06-18 14:59:05.596000+00:00,161.0
User 7,Esn 18,Device Type 1,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,2023-01-15T14:48:01.001Z,2023-06-15T08:37:56.228Z,,2023-01-15 14:48:01.001000+00:00,2023-06-15 08:37:56.228000+00:00,150.0
User 7,Esn 13,Device Type 1,2022-11-13T16:58:03.860Z,2023-06-20T05:53:24.070Z,2022-11-13T16:58:03.860Z,2023-06-20T05:53:24.070Z,2023-01-07T07:15:15.105Z,2023-06-14T18:25:13.876Z,2023-01-07T07:15:15.105Z,2023-06-14T18:25:13.876Z,,2022-11-13 16:58:03.860000+00:00,2023-06-20 05:53:24.070000+00:00,218.0
User 6,Esn 19,Device Type 6,2023-05-20T17:17:32.947Z,2023-05-20T17:47:09.536Z,2023-05-20T17:20:35.310Z,2023-05-20T17:47:09.536Z,2023-05-20T17:17:32.947Z,2023-05-20T17:47:09.536Z,2023-05-20T17:20:35.310Z,2023-05-20T17:47:09.536Z,,2023-05-20 17:17:32.947000+00:00,2023-05-20 17:47:09.536000+00:00,0.0
User 6,Esn 11,Device Type 0,2022-12-04T10:01:02.444Z,2023-06-18T16:11:39.680Z,2022-12-04T10:01:02.444Z,2023-06-18T16:11:39.680Z,2023-01-15T16:20:56.177Z,2023-05-19T16:55:22.480Z,2023-01-15T16:20:56.177Z,2023-05-19T16:55:22.480Z,,2022-12-04 10:01:02.444000+00:00,2023-06-18 16:11:39.680000+00:00,196.0
User 7,Esn 11,Device Type 0,2022-12-04T10:01:02.444Z,2023-06-18T16:11:39.680Z,2022-12-04T10:01:02.444Z,2023-06-18T16:11:39.680Z,2022-12-31T16:20:14.144Z,2023-05-02T15:49:40.625Z,2022-12-31T16:20:14.144Z,2023-05-02T15:49:40.625Z,,2022-12-04 10:01:02.444000+00:00,2023-06-18 16:11:39.680000+00:00,196.0
User 7,Esn 9,Device Type 1,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,,2022-11-30 15:05:23.020000+00:00,2023-05-02 11:30:32.724000+00:00,152.0
User 7,Esn 28,Device Type 1,2023-02-08T18:01:39.416Z,2023-06-17T19:18:26.203Z,2023-02-08T18:01:39.416Z,2023-06-17T19:18:26.203Z,2023-04-25T16:44:36.723Z,2023-04-25T16:44:36.723Z,2023-04-25T16:44:36.723Z,2023-04-25T16:44:36.723Z,,2023-02-08 18:01:39.416000+00:00,2023-06-17 19:18:26.203000+00:00,129.0
User 7,Esn 17,Device Type 11,2022-11-21T08:59:17.940Z,2023-04-28T09:47:49.145Z,2022-11-21T08:59:17.940Z,2023-04-28T09:47:49.145Z,2023-04-20T12:03:50.902Z,2023-04-20T12:06:35.723Z,2023-04-20T12:03:50.902Z,2023-04-20T12:06:35.723Z,,2022-11-21 08:59:17.940000+00:00,2023-04-28 09:47:49.145000+00:00,158.0
User 6,Esn 22,Device Type 2,2023-03-28T17:15:01.118Z,2023-04-19T15:17:50.784Z,2023-04-19T15:12:09.703Z,2023-04-19T15:17:50.784Z,2023-03-28T17:15:01.118Z,2023-04-19T15:17:50.784Z,2023-04-19T15:12:09.703Z,2023-04-19T15:17:50.784Z,,2023-03-28 17:15:01.118000+00:00,2023-04-19 15:17:50.784000+00:00,21.0
User 6,Esn 13,Device Type 1,2022-11-13T16:58:03.860Z,2023-06-20T05:53:24.070Z,2022-11-13T16:58:03.860Z,2023-06-20T05:53:24.070Z,2023-01-11T12:46:04.646Z,2023-04-10T09:47:35.849Z,2023-01-11T12:46:04.646Z,2023-04-10T09:47:35.849Z,,2022-11-13 16:58:03.860000+00:00,2023-06-20 05:53:24.070000+00:00,218.0
User 5,Esn 16,Device Type 7,2023-01-01T03:43:30.916Z,2023-04-09T10:14:47.688Z,2023-01-01T04:06:14.320Z,2023-04-09T10:14:47.688Z,2023-04-09T10:14:47.688Z,2023-04-09T10:14:47.688Z,2023-04-09T10:14:47.688Z,2023-04-09T10:14:47.688Z,,2023-01-01 03:43:30.916000+00:00,2023-04-09 10:14:47.688000+00:00,98.0
User 5,Esn 9,Device Type 1,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2023-04-08T18:39:22.030Z,2023-04-08T18:39:22.030Z,2023-04-08T18:39:22.030Z,2023-04-08T18:39:22.030Z,,2022-11-30 15:05:23.020000+00:00,2023-05-02 11:30:32.724000+00:00,152.0
User 6,Esn 9,Device Type 1,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2022-11-30T15:05:23.020Z,2023-05-02T11:30:32.724Z,2023-04-08T18:38:40.260Z,2023-04-08T18:38:40.260Z,2023-04-08T18:38:40.260Z,2023-04-08T18:38:40.260Z,,2022-11-30 15:05:23.020000+00:00,2023-05-02 11:30:32.724000+00:00,152.0
User 6,Esn 16,Device Type 7,2023-01-01T03:43:30.916Z,2023-04-09T10:14:47.688Z,2023-01-01T04:06:14.320Z,2023-04-09T10:14:47.688Z,2023-01-01T03:43:30.916Z,2023-03-19T04:02:34.144Z,2023-01-01T04:06:14.320Z,2023-03-19T04:02:34.144Z,,2023-01-01 03:43:30.916000+00:00,2023-04-09 10:14:47.688000+00:00,98.0
User 6,Esn 27,Device Type 0,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,2022-10-05T17:01:39.047Z,2023-03-11T08:04:49.159Z,,2022-10-05 17:01:39.047000+00:00,2023-03-11 08:04:49.159000+00:00,156.0
User 5,Esn 14,Device Type 1,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2023-02-25T13:15:36.457Z,2023-02-25T13:15:36.457Z,2023-02-25T13:15:36.457Z,2023-02-25T13:15:36.457Z,,2022-10-23 18:49:50.889000+00:00,2023-02-25 13:15:36.457000+00:00,124.0
User 6,Esn 14,Device Type 1,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2022-10-23T18:49:50.889Z,2023-02-25T13:15:36.457Z,2022-10-23T18:49:50.889Z,2023-01-30T15:39:44.640Z,2022-10-23T18:49:50.889Z,2023-01-30T15:39:44.640Z,,2022-10-23 18:49:50.889000+00:00,2023-02-25 13:15:36.457000+00:00,124.0
User 7,Esn 32,Device Type 1,2022-10-06T18:28:05.467Z,2023-06-20T16:09:44.948Z,2022-10-06T18:28:05.467Z,2023-06-20T16:09:44.948Z,2022-10-06T18:28:05.467Z,2023-01-16T21:31:28.288Z,2022-10-06T18:28:05.467Z,2023-01-16T21:31:28.288Z,,2022-10-06 18:28:05.467000+00:00,2023-06-20 16:09:44.948000+00:00,256.0
User 7,Esn 25,Device Type 1,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,2022-11-18T15:39:04.015Z,,2022-11-18 15:39:04.015000+00:00,2022-11-18 15:39:04.015000+00:00,0.0
User 7,Esn 21,Device Type 0,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,2022-10-24T05:40:13.835Z,2022-11-03T20:10:56.700Z,,2022-10-24 05:40:13.835000+00:00,2022-11-03 20:10:56.700000+00:00,10.0
User 6,Esn 10,Device Type 1,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,2022-06-13T19:28:21.128Z,2022-10-24T17:52:33.360Z,,2022-06-13 19:28:21.128000+00:00,2022-10-24 17:52:33.360000+00:00,132.0
User 7,Esn 26,Device Type 0,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,2022-06-05T17:56:46.960Z,2022-10-23T20:16:59.931Z,,2022-06-05 17:56:46.960000+00:00,2022-10-23 20:16:59.931000+00:00,140.0
User 7,Esn 23,Device Type 1,2022-10-04T17:09:35.080Z,2022-10-06T16:14:12.616Z,2022-10-04T17:09:35.080Z,2022-10-06T16:14:12.616Z,2022-10-06T16:14:04.171Z,2022-10-06T16:14:12.616Z,2022-10-06T16:14:04.171Z,2022-10-06T16:14:12.616Z,,2022-10-04 17:09:35.080000+00:00,2022-10-06 16:14:12.616000+00:00,1.0
User 6,Esn 20,Device Type 0,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,2022-08-13T14:32:59.441Z,2022-10-05T08:39:53.215Z,,2022-08-13 14:32:59.441000+00:00,2022-10-05 08:39:53.215000+00:00,52.0
User 6,Esn 12,Device Type 6,2022-08-09T15:03:25.496Z,2022-11-09T16:15:07.336Z,2022-09-24T16:17:52.956Z,2022-11-09T16:09:35.070Z,2022-08-09T15:03:25.496Z,2022-09-24T16:47:49.211Z,2022-09-24T16:17:52.956Z,2022-09-24T16:39:11.809Z,,2022-08-09 15:03:25.496000+00:00,2022-11-09 16:15:07.336000+00:00,92.0
User 6,Esn 24,Device Type 0,2022-06-30T15:06:02.168Z,2022-12-04T07:03:13.032Z,2022-06-30T15:06:02.168Z,2022-12-04T07:03:13.032Z,2022-07-17T09:29:45.094Z,2022-07-17T09:29:45.094Z,2022-07-17T09:29:45.094Z,2022-07-17T09:29:45.094Z,,2022-06-30 15:06:02.168000+00:00,2022-12-04 07:03:13.032000+00:00,156.0
User 8,Esn 45,Device Type 3,,,,,,,,,2023-06-20T07:06:22.004Z,,,
User 8,Esn 40,Device Type 3,2023-06-17T14:29:41.591Z,2023-06-17T14:29:41.591Z,,,2023-06-17T14:29:41.591Z,2023-06-17T14:29:41.591Z,,,2023-06-17T14:33:39.127Z,2023-06-17 14:29:41.591000+00:00,2023-06-17 14:29:41.591000+00:00,0.0
User 8,Esn 57,Device Type 8,,,,,,,,,2023-01-07T15:12:07.307Z,,,
